timestamp,key
1747516909.19243,space_press
1747516909.3331118,space_release
1747516912.5898926,space_press
1747516912.7536423,space_release
1747516915.1838112,space_press
1747516915.3350747,space_release
1747516917.6258533,space_press
1747516917.7678828,space_release
1747516922.367614,space_press
1747516922.541319,space_release
1747516930.073212,space_press
1747516930.2044408,space_release
1747516932.6245255,space_press
1747516932.812977,space_release
1747516934.86238,space_press
1747516934.9902127,space_release
1747516937.482606,space_press
1747516937.599489,space_release
1747516941.238994,space_press
1747516941.3526893,space_release
1747516945.0224433,space_press
1747516945.1586068,space_release
1747516948.297615,space_press
1747516948.4932613,space_release
1747516951.2045476,space_press
1747516951.3644078,space_release
1747516953.1741753,space_press
1747516953.320121,space_release
1747516955.1277552,space_press
1747516955.2731435,space_release
1747516957.2768273,space_press
1747516957.4211183,space_release
1747516959.7538857,space_press
1747516959.8953748,space_release
1747516961.2758167,space_press
1747516961.4439106,space_release
1747516962.693933,space_press
1747516962.8297753,space_release
1747516964.1687214,space_press
1747516964.2987432,space_release
1747516965.6418726,space_press
1747516965.8066742,space_release
1747516967.1063755,space_press
1747516967.2344875,space_release
1747516968.6406763,space_press
1747516968.8148694,space_release
1747516973.303825,ctrl_l_press
1747516973.4514263,'\x03'_press
