sys_time,eeg_time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1747520194.0120645,13665.9239081,-6.406410217285156,-6.708779811859131,-10.459819793701172,-8.435890197753906,-11.283905982971191,-11.21831226348877,-12.653031349182129,-21.369060516357422
1747520194.012565,13665.923914,0.608095109462738,3.510880470275879,4.082159996032715,-1.4241036176681519,-5.6972761154174805,-7.027818202972412,2.95831298828125,-13.58513069152832
1747520194.0128515,13665.9239166,-8.594305992126465,-9.471956253051758,-10.073366165161133,-8.577778816223145,-10.029207229614258,-10.277076721191406,-9.833768844604492,-21.159360885620117
1747520194.0135133,13665.9239196,1.612260103225708,0.17809320986270905,-0.7322534918785095,-0.05264504253864288,-4.290687561035156,-6.765759468078613,7.106638431549072,-12.509745597839355
1747520194.0160158,13665.9278906,-3.0072126388549805,3.4485809803009033,-0.6816250085830688,-1.3533015251159668,-1.833986520767212,-4.827031135559082,5.618199825286865,-10.54475212097168
1747520194.0164027,13665.927909,-2.4165048599243164,1.1467301845550537,-6.31887674331665,1.3048816919326782,2.987987756729126,-1.8577114343643188,-2.1862761974334717,-8.806293487548828
1747520194.0167258,13665.9279137,3.7715957164764404,14.401243209838867,7.462711334228516,8.617392539978027,7.904354095458984,1.1203371286392212,8.967107772827148,-1.3983733654022217
1747520194.0200524,13665.9318682,-8.305939674377441,0.8117899298667908,-8.759058952331543,-1.331718921661377,0.28599801659584045,-4.569468975067139,-7.624553680419922,-13.133511543273926
1747520194.020245,13665.9318752,-2.973752975463867,2.937605857849121,-4.2465643882751465,1.7789866924285889,-0.6411543488502502,-6.383635997772217,3.2332894802093506,-11.073115348815918
1747520194.020316,13665.9318784,-10.341526985168457,-0.5810672640800476,-6.8011651039123535,-4.429039001464844,-4.796258926391602,-9.274325370788574,-2.3436102867126465,-13.64677906036377
1747520194.0511754,13665.963826,-9.191219329833984,-5.054798126220703,-12.64997673034668,-5.762580394744873,-4.190934658050537,-8.322879791259766,-12.36734390258789,-13.387866020202637
1747520194.0514374,13665.9638426,0.6661183834075928,9.356874465942383,3.1830637454986572,1.0187889337539673,2.070620059967041,-3.3664047718048096,-3.945359706878662,-3.1785407066345215
1747520194.0515432,13665.963848,-7.003760814666748,-2.6785709857940674,-9.19156265258789,-5.625875949859619,0.8973129987716675,-2.952669382095337,-23.683610916137695,-9.478713035583496
1747520194.051769,13665.9638512,1.3402260541915894,-0.6941932439804077,-2.5495717525482178,0.8023098111152649,5.452131748199463,1.9137300252914429,-14.611477851867676,-3.6722283363342285
1747520194.0547931,13665.967855,-5.297817230224609,-3.9552206993103027,-5.7681660652160645,-4.6919379234313965,1.754767894744873,2.2145137786865234,-17.46345329284668,-5.876102924346924
1747520194.056993,13665.9698325,-8.371991157531738,-8.608586311340332,-15.189537048339844,-9.6881742477417,-3.065215826034546,0.10239624232053757,-21.56877326965332,-9.981426239013672
1747520194.0571282,13665.9698407,-6.082064151763916,1.742168664932251,-5.790889739990234,-9.158285140991211,-5.378351211547852,-2.6759121417999268,-7.81655216217041,-6.386092185974121
1747520194.0598454,13665.9718718,-16.645008087158203,-13.184381484985352,-22.43699836730957,-17.6550350189209,-10.677389144897461,-6.916079998016357,-20.886642456054688,-14.27904987335205
1747520194.0601442,13665.9738608,-4.114373683929443,-6.4788947105407715,-12.831989288330078,-6.695804119110107,-3.1280677318573,-1.38583242893219,-4.057541370391846,-4.978085994720459
1747520194.0937555,13666.0069002,-7.546467304229736,-4.712892532348633,-12.01042366027832,-8.213391304016113,-2.4985129833221436,-0.4059657156467438,-6.095966815948486,-5.449829578399658
1747520194.0940406,13666.0069199,-10.657943725585938,-9.475068092346191,-21.220481872558594,-11.712418556213379,-3.569723606109619,-0.9935183525085449,-14.567915916442871,-9.62839126586914
1747520194.094194,13666.0069239,-8.240693092346191,0.644413411617279,-11.357179641723633,-10.83011531829834,-3.3792052268981934,-0.8436388373374939,-3.6052277088165283,-6.865572452545166
1747520194.0977979,13666.0108676,-23.087339401245117,-16.84271812438965,-30.02613067626953,-24.740476608276367,-12.605632781982422,-7.505665302276611,-23.874004364013672,-20.9775390625
1747520194.098144,13666.0108744,-17.10997772216797,-14.491339683532715,-24.190065383911133,-20.808914184570312,-11.33727741241455,-8.281035423278809,-15.527946472167969,-18.543418884277344
1747520194.0986066,13666.0108776,-19.801677703857422,-10.683391571044922,-20.546491622924805,-20.72635841369629,-10.150964736938477,-9.391216278076172,-15.805005073547363,-17.85823631286621
1747520194.0988011,13666.0108809,-17.09400177001953,-12.33590316772461,-23.979660034179688,-16.95523452758789,-7.11664342880249,-9.744044303894043,-19.0626220703125,-16.753543853759766
1747520194.102893,13666.0148817,-8.91547679901123,-3.4021718502044678,-10.426505088806152,-9.507353782653809,-4.998743534088135,-10.560832023620605,-3.804117441177368,-9.177885055541992
1747520194.1033244,13666.0148893,-17.09395980834961,-19.47536849975586,-24.696712493896484,-17.102977752685547,-12.119998931884766,-15.590658187866211,-13.738631248474121,-17.162385940551758
1747520194.1034076,13666.0148924,-4.7300124168396,-14.28723430633545,-15.165497779846191,-7.930999755859375,-8.353339195251465,-12.105939865112305,5.090665817260742,-9.635162353515625
1747520194.1057112,13666.018864,-5.042605876922607,-13.245911598205566,-12.06499195098877,-6.78685188293457,-7.340033531188965,-9.75057315826416,4.459300518035889,-8.878613471984863
1747520194.1370602,13666.0491238,-3.9429361820220947,-19.286277770996094,-17.301063537597656,-5.221136093139648,-5.58802604675293,-5.6533708572387695,-7.024487018585205,-9.859208106994629
1747520194.137241,13666.0491309,1.5719401836395264,-9.414399147033691,-2.825650930404663,1.1774718761444092,-1.372279405593872,0.5005933046340942,0.44602957367897034,-1.9952735900878906
1747520194.1374676,13666.0491347,-7.801183700561523,-19.771263122558594,-14.250605583190918,-4.308485507965088,-1.7451233863830566,2.4564690589904785,-13.729719161987305,-6.96259069442749
1747520194.1376088,13666.0491384,5.7445807456970215,-6.489495754241943,-0.2767258286476135,7.891844272613525,9.610339164733887,11.173349380493164,4.74998140335083,4.704611301422119
1747520194.138037,13666.0491419,6.107372283935547,2.1628243923187256,6.9655561447143555,10.002376556396484,14.795089721679688,15.944458961486816,4.731248378753662,7.831568241119385
1747520194.1421156,13666.0550798,7.5821356773376465,3.10129714012146,3.5367493629455566,12.159443855285645,19.047948837280273,20.10222053527832,-2.5223095417022705,7.7089152336120605
1747520194.1424007,13666.0551097,15.466883659362793,19.87997817993164,18.41305160522461,19.622018814086914,24.587860107421875,24.430850982666016,15.029296875,16.690641403198242
1747520194.1425414,13666.0551261,4.816496849060059,8.721077919006348,2.0457000732421875,10.280165672302246,18.6458797454834,19.45146369934082,4.243648529052734,7.890354156494141
1747520194.1461751,13666.05909,12.724365234375,13.375255584716797,6.5354413986206055,14.474625587463379,19.18313980102539,17.46315574645996,21.749717712402344,10.588203430175781
1747520194.14649,13666.0590964,8.203681945800781,12.77187728881836,5.810304164886475,8.69189453125,13.934707641601562,12.343364715576172,29.66171646118164,5.353960037231445
1747520194.1499972,13666.0630904,4.072477340698242,1.51774001121521,-5.158565521240234,2.032959461212158,7.408012390136719,6.5047736167907715,30.166080474853516,-3.1617088317871094
1747520194.1501887,13666.0630972,7.660454273223877,7.811010837554932,6.45435905456543,4.734394073486328,6.220329284667969,4.62223482131958,50.09993362426758,1.4383717775344849
1747520194.1780963,13666.0901363,-1.2820639610290527,-1.0590523481369019,-2.845555305480957,0.45859745144844055,4.380990982055664,5.4095683097839355,45.50022888183594,-0.33455023169517517
1747520194.1784027,13666.0901641,9.240462303161621,11.710514068603516,10.509271621704102,11.561247825622559,11.844928741455078,13.887243270874023,66.9786148071289,13.084521293640137
1747520194.1810293,13666.094072,3.055670738220215,15.426779747009277,11.770414352416992,6.609138011932373,7.21435022354126,11.67725658416748,70.54869079589844,11.946243286132812
1747520194.181608,13666.0940952,-3.0637805461883545,9.026409149169922,-0.005232165567576885,-1.6333085298538208,-0.6804665327072144,4.266623497009277,65.90605163574219,3.3663432598114014
1747520194.1818514,13666.0941154,-0.05473634973168373,19.722702026367188,9.891462326049805,-1.7504312992095947,-3.6082048416137695,1.0447463989257812,74.13092803955078,3.89652943611145
1747520194.1830108,13666.0960926,-11.91892147064209,6.254437446594238,-6.022082805633545,-13.125494956970215,-11.337175369262695,-2.9406607151031494,42.75604248046875,-9.06199836730957
1747520194.1859708,13666.0981063,-3.4372060298919678,9.035638809204102,0.8546536564826965,-6.630645275115967,-8.169379234313965,-0.1774539202451706,41.72080612182617,-4.835442543029785
1747520194.1861315,13666.0981139,-5.3479790687561035,6.940004348754883,2.3287196159362793,-6.437796592712402,-8.82207202911377,-0.21802622079849243,47.60060119628906,-4.091172218322754
1747520194.1863923,13666.0981171,-5.260231971740723,-1.6691890954971313,-6.484435081481934,-5.252892971038818,-9.511025428771973,0.15195728838443756,57.23448181152344,-5.681587219238281
1747520194.213813,13666.1256618,-0.4712525010108948,5.518700122833252,4.446070671081543,0.6118931770324707,-7.89375114440918,0.7409418821334839,68.37529754638672,-0.37187573313713074
1747520194.216923,13666.1300521,-14.563935279846191,-13.726881980895996,-13.572203636169434,-10.047551155090332,-13.994704246520996,-4.908436298370361,25.478397369384766,-11.83818244934082
1747520194.2170408,13666.1300594,-6.736138343811035,-11.249713897705078,-7.3547234535217285,-6.005683422088623,-10.676833152770996,-3.673205614089966,15.838299751281738,-8.412636756896973
1747520194.2173367,13666.1300626,-7.546436786651611,-5.374981880187988,-3.1875264644622803,-10.739152908325195,-12.170615196228027,-3.492565393447876,24.396026611328125,-10.551835060119629
1747520194.2174697,13666.1300662,-5.243799209594727,-5.017923831939697,-9.910974502563477,-13.22098445892334,-12.185211181640625,-1.9047760963439941,38.933738708496094,-14.034846305847168
1747520194.2208462,13666.1339876,6.941394805908203,11.818156242370605,5.414396286010742,-3.2539515495300293,-5.174309253692627,2.239602565765381,56.16885757446289,-4.4981842041015625
1747520194.221066,13666.1339946,-0.2638840079307556,1.0737183094024658,-6.500887870788574,-6.534160137176514,-5.324726581573486,0.01056064385920763,20.599287033081055,-9.855962753295898
1747520194.2211647,13666.1340039,7.263245582580566,4.708433151245117,1.3654162883758545,2.1016316413879395,0.28472116589546204,1.73591947555542,13.042692184448242,-2.947230100631714
1747520194.255042,13666.1670238,3.2635369300842285,7.614665985107422,4.859480857849121,1.3717116117477417,0.18150201439857483,1.2968626022338867,21.53692626953125,-0.8543331623077393
1747520194.2553835,13666.1670472,1.8385038375854492,4.602913856506348,-0.704814076423645,1.4285526275634766,1.213944911956787,2.5060501098632812,38.800514221191406,-0.30238035321235657
1747520194.2557542,13666.1670543,7.590280055999756,15.226847648620605,13.852212905883789,8.702869415283203,4.9952712059021,5.053630828857422,55.17439270019531,7.996586322784424
1747520194.2589266,13666.1712233,-6.187434196472168,-2.2061209678649902,-4.418727397918701,-1.1762245893478394,-2.6457059383392334,-1.4966994524002075,11.798410415649414,-3.5644335746765137
1747520194.259205,13666.171227,-0.8018596768379211,-0.7690786123275757,-3.147477388381958,1.8511992692947388,-3.4409210681915283,-5.804442882537842,-3.075723171234131,-2.8988492488861084
1747520194.2593389,13666.1712304,-1.5068527460098267,4.275626182556152,0.2821764349937439,1.1642205715179443,-3.789069652557373,-8.192176818847656,4.5887932777404785,-1.4939333200454712
1747520194.2596316,13666.1712335,2.9784529209136963,5.814318656921387,-1.020451307296753,4.708760738372803,0.5460683703422546,-3.427335739135742,25.395151138305664,2.994699716567993
1747520194.263034,13666.1750233,12.411426544189453,21.80393409729004,16.502492904663086,11.902087211608887,5.296688079833984,1.6583324670791626,44.085819244384766,13.143310546875
1747520194.2632716,13666.1750305,-2.5563125610351562,5.752874851226807,-1.599852442741394,-1.4407243728637695,-2.6955463886260986,-3.4096341133117676,-1.0655978918075562,0.5440168976783752
1747520194.263402,13666.1750341,-1.522714614868164,2.1959755420684814,-1.1682332754135132,-0.9875991940498352,-3.854536533355713,-3.7979376316070557,-16.632122039794922,0.5674684643745422
1747520194.2689452,13666.1810205,-9.435051918029785,-2.720452308654785,-1.0122929811477661,-5.896728038787842,-8.705799102783203,-5.295897483825684,-9.38055419921875,-1.9349600076675415
1747520194.2690997,13666.1810271,-14.164994239807129,-14.860072135925293,-10.614996910095215,-9.578864097595215,-12.34926986694336,-6.611212253570557,3.568847179412842,-6.4716596603393555
1747520194.2985122,13666.2116253,-7.878039836883545,-7.48711633682251,1.0368164777755737,-5.027103424072266,-10.9855375289917,-6.153615951538086,18.756376266479492,-0.39596354961395264
1747520194.298682,13666.2116463,-16.750558853149414,-21.029630661010742,-15.208356857299805,-13.875470161437988,-15.215974807739258,-8.56070327758789,-17.2793025970459,-8.297067642211914
1747520194.2987783,13666.2116527,-5.956187725067139,-15.724109649658203,-9.69859790802002,-6.844419479370117,-9.822675704956055,-4.363065242767334,-25.57326889038086,-2.633108377456665
1747520194.2988555,13666.2116563,-6.078982830047607,-8.61055850982666,-4.82893705368042,-6.906317710876465,-8.641255378723145,-4.370500087738037,-17.945064544677734,-2.549382209777832
1747520194.3045404,13666.2176398,-5.9173455238342285,-7.310295581817627,-9.305859565734863,-7.097650527954102,-6.953343391418457,-5.239200115203857,-3.235624313354492,-5.45115327835083
1747520194.3047264,13666.2176545,4.865298271179199,9.858498573303223,9.230489730834961,1.842651128768921,-0.6075972318649292,-2.6706044673919678,15.366756439208984,2.4394445419311523
1747520194.3105812,13666.2236427,-1.0330296754837036,-0.44996118545532227,-1.442383885383606,-3.1150331497192383,-1.8970743417739868,-3.568747043609619,-17.731922149658203,-4.179821014404297
1747520194.3108997,13666.2236516,9.232274055480957,2.292958974838257,5.481361389160156,5.757978916168213,3.770312547683716,0.785778284072876,-21.409276962280273,3.31492280960083
1747520194.3111696,13666.2236552,5.796116352081299,0.1586502641439438,6.820502281188965,5.669250011444092,3.3071932792663574,1.401279091835022,-13.344827651977539,4.756933689117432
1747520194.314541,13666.2276229,2.3753139972686768,-9.703690528869629,-3.810746908187866,4.47274923324585,2.7284796237945557,1.359699010848999,-3.832009792327881,1.7577910423278809
1747520194.314711,13666.2276322,10.075411796569824,2.5955121517181396,11.045964241027832,12.221480369567871,7.2427778244018555,4.185215473175049,14.324501037597656,10.557281494140625
1747520194.3470995,13666.2599787,-0.17403662204742432,-8.012252807617188,-1.2649251222610474,5.013946533203125,3.7335667610168457,3.384212017059326,-15.225345611572266,4.905145645141602
1747520194.347434,13666.2600145,6.878836631774902,-3.0982680320739746,5.088785171508789,11.979243278503418,7.329833030700684,7.776587963104248,-18.465517044067383,12.090507507324219
1747520194.3477395,13666.2600188,2.0277726650238037,-1.251524567604065,7.108266353607178,10.083734512329102,5.230908393859863,6.872457504272461,-13.875266075134277,12.13253402709961
1747520194.3480258,13666.2600222,-3.1825075149536133,-8.855607032775879,-2.6427133083343506,4.8148345947265625,3.3807122707366943,5.292304515838623,-8.735757827758789,6.4818806648254395
1747520194.3482435,13666.2600259,5.340958595275879,6.856698513031006,15.138554573059082,9.526220321655273,8.964139938354492,9.359835624694824,11.47390079498291,13.130334854125977
1747520194.3483787,13666.2600295,-1.8900418281555176,1.2880281209945679,5.210317134857178,1.9258404970169067,7.125143527984619,9.473010063171387,-10.977875709533691,5.524219989776611
1747520194.3508372,13666.2639882,6.961946487426758,7.015394687652588,10.67011833190918,7.621369361877441,10.12413501739502,12.23149299621582,-12.013765335083008,9.972766876220703
1747520194.3511753,13666.2639948,3.8146586418151855,6.6790690422058105,12.569169044494629,3.7244462966918945,6.967031955718994,9.818042755126953,-10.36060905456543,8.623698234558105
1747520194.3512616,13666.2639984,-0.9468225240707397,-4.35926628112793,2.1000001430511475,-2.166696548461914,3.8156144618988037,6.783490180969238,-8.565479278564453,3.0472750663757324
1747520194.3568666,13666.2699589,2.923830509185791,1.9508644342422485,13.370499610900879,0.897672176361084,4.575249195098877,6.177223205566406,7.235494136810303,8.051582336425781
1747520194.3571808,13666.2701189,-12.246671676635742,-16.230388641357422,-6.173525333404541,-11.061575889587402,-4.504446983337402,-1.3094542026519775,-20.92127799987793,-3.859729528427124
1747520194.384282,13666.2960286,-8.113569259643555,-15.613428115844727,-6.174851894378662,-8.140032768249512,-6.233327388763428,-5.017563819885254,-25.227859497070312,-3.551185369491577
1747520194.386834,13666.299985,-9.453659057617188,-11.029438018798828,-3.137451410293579,-9.492180824279785,-8.752018928527832,-8.318941116333008,-22.102340698242188,-4.676211833953857
1747520194.387246,13666.2999925,-7.494406700134277,-12.335009574890137,-8.159244537353516,-9.19969654083252,-6.535977840423584,-5.835360527038574,-15.267327308654785,-4.600761890411377
1747520194.387379,13666.2999964,3.988987445831299,4.3129682540893555,10.131379127502441,-0.49420076608657837,0.7319367527961731,0.7876755595207214,6.271768093109131,6.664395809173584
1747520194.3874774,13666.3000001,-5.871120929718018,-6.89242696762085,-3.490804433822632,-9.472837448120117,-2.549785852432251,-1.003437876701355,-17.334074020385742,-2.1634786128997803
1747520194.3876781,13666.3000034,2.859194040298462,-2.4941442012786865,1.8910549879074097,-4.437450408935547,1.667876958847046,0.40184885263442993,-16.38983154296875,0.7550556659698486
1747520194.3909278,13666.3040279,3.166224479675293,2.9852912425994873,7.356752395629883,-5.400378704071045,1.4092036485671997,-0.7717631459236145,-11.834129333496094,0.22779439389705658
1747520194.3911128,13666.3040357,-0.8329046964645386,-4.4807634353637695,-3.1944870948791504,-8.813544273376465,-1.365727186203003,-2.963407039642334,-13.245294570922852,-5.317065238952637
1747520194.3914316,13666.3040382,4.014827251434326,4.485616683959961,9.104145050048828,-2.247748613357544,1.0558511018753052,-2.0538649559020996,3.1041784286499023,2.320340871810913
1747520194.4220574,13666.3341256,-7.97243595123291,-10.603951454162598,-4.95640230178833,-8.560819625854492,-1.995850682258606,-3.665843963623047,-16.079936981201172,-2.5549821853637695
1747520194.422255,13666.334135,-0.6722975373268127,-9.428848266601562,0.1039634644985199,-0.876980721950531,3.8333890438079834,1.6846946477890015,-12.605345726013184,4.941600322723389
1747520194.4280481,13666.3400396,-0.9653546214103699,-3.5189290046691895,4.341034889221191,-1.1249892711639404,5.837898254394531,4.9073309898376465,-9.351927757263184,5.735669136047363
1747520194.428225,13666.3400475,-0.55293869972229,-3.260218381881714,-3.712536334991455,-2.6943154335021973,7.189409255981445,7.585231304168701,-9.938727378845215,0.6475741267204285
1747520194.4285274,13666.3400508,12.976154327392578,14.512104988098145,13.645286560058594,7.348996639251709,12.403142929077148,11.563185691833496,7.980203628540039,7.74171781539917
1747520194.4287796,13666.3400537,7.430211067199707,2.180999279022217,1.597733497619629,2.2378857135772705,7.324419975280762,7.437323570251465,-12.829399108886719,-1.351609468460083
1747520194.4324281,13666.3455644,17.275468826293945,2.3160128593444824,7.635793685913086,9.866372108459473,9.871214866638184,7.574183464050293,-10.978205680847168,1.8635141849517822
1747520194.4327378,13666.3455715,16.895931243896484,5.1670989990234375,14.015077590942383,10.948830604553223,10.772845268249512,7.598935604095459,-6.730647087097168,3.400346040725708
1747520194.4328732,13666.3455745,11.239229202270508,-3.0486819744110107,3.9653186798095703,8.475600242614746,10.332549095153809,7.5559563636779785,-8.558082580566406,1.6022613048553467
1747520194.4329827,13666.345578,12.591480255126953,5.035906791687012,14.817933082580566,13.618399620056152,12.306682586669922,8.326940536499023,5.44519567489624,10.581581115722656
1747520194.4656699,13666.3776117,-3.6635565757751465,-10.621978759765625,-2.9284629821777344,3.8473682403564453,5.991147518157959,4.172296047210693,-15.702800750732422,3.3148820400238037
1747520194.4686563,13666.3816077,3.0249476432800293,-6.7815165519714355,1.9657363891601562,10.270685195922852,9.513664245605469,7.715904712677002,-8.701693534851074,10.615193367004395
1747520194.469019,13666.3816153,3.1128170490264893,1.481370449066162,9.254746437072754,10.733163833618164,10.379010200500488,9.036576271057129,-2.775209903717041,13.74392032623291
1747520194.4691522,13666.38162,-2.396780014038086,-3.920948028564453,-1.6995062828063965,5.839676380157471,8.496820449829102,6.369131565093994,-11.690195083618164,6.868462085723877
1747520194.4694998,13666.3816232,3.968648910522461,10.492499351501465,13.537028312683105,12.017624855041504,12.194822311401367,7.251132011413574,0.9145606160163879,12.307310104370117
1747520194.4696326,13666.3816264,-3.2029027938842773,5.883630275726318,6.695691108703613,7.534661769866943,11.53596019744873,7.41967248916626,-11.43186092376709,7.328373908996582
1747520194.4697247,13666.3816295,7.948842525482178,14.238811492919922,17.125246047973633,15.882370948791504,17.832544326782227,11.76697826385498,-2.0322699546813965,14.651975631713867
1747520194.469875,13666.3816328,7.475345611572266,19.14037322998047,22.976682662963867,14.368741989135742,16.463096618652344,10.093937873840332,-1.7155256271362305,15.051899909973145
1747520194.469991,13666.3816358,2.7518563270568848,9.488938331604004,10.12717342376709,9.6641263961792,11.957170486450195,6.532655239105225,-10.9700288772583,9.586629867553711
