sys_time,eeg_time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,stimulus
1747292634.1317334,491523.4360774,-15.24264907836914,-2.9309589862823486,-9.048681259155272,-8.652173042297363,-16.861717224121094,-18.01367950439453,-16.308765411376953,-12.181388854980469,0
1747292634.131822,491523.4360794,-15.315627098083496,-2.6858608722686768,-9.654532432556152,-7.795579433441162,-17.51665687561035,-17.648733139038086,-16.065738677978516,-12.511067390441896,0
1747292634.1319475,491523.4360812,-15.334346771240234,-2.928955316543579,-10.264554023742676,-7.893638610839844,-18.53874015808105,-17.960765838623047,-16.404720306396484,-13.419590950012209,0
1747292634.132027,491523.4360826,-15.373425483703612,-3.7790215015411377,-10.99329948425293,-9.120598793029783,-19.93101692199707,-19.007549285888672,-17.46905517578125,-15.002378463745115,0
1747292634.1320782,491523.4360851,-15.44058609008789,-5.03329610824585,-11.844324111938477,-11.023215293884276,-21.386083602905277,-20.480531692504883,-19.04010581970215,-16.87213134765625,0
1747292634.1771631,491523.4667186,-15.582780838012695,-6.362945556640625,-12.798666000366213,-12.840605735778809,-22.51910781860352,-21.9410343170166,-20.7218017578125,-18.40433692932129,0
1747292634.1773517,491523.4667433,-15.860087394714355,-7.454949855804443,-13.770126342773438,-13.90662670135498,-23.05706024169922,-23.05865859985352,-22.15064239501953,-19.09673118591309,0
1747292634.1774075,491523.4667502,-16.243057250976562,-8.027347564697266,-14.509309768676758,-13.87285041809082,-22.853702545166016,-23.667930603027344,-23.07217788696289,-18.77434730529785,0
1747292634.177488,491523.4667526,-16.58795738220215,-7.855391502380371,-14.66874885559082,-12.774852752685549,-21.858230590820312,-23.709779739379883,-23.344762802124023,-17.595090866088867,0
1747292634.17756,491523.4667538,-16.730749130249023,-6.884940147399902,-14.04466724395752,-11.037245750427246,-20.17528533935547,-23.202098846435547,-22.97704315185547,-15.967578887939451,0
1747292634.1776204,491523.4667554,-16.589683532714844,-5.301944732666016,-12.754196166992188,-9.345839500427246,-18.12301254272461,-22.242807388305664,-22.150842666625977,-14.415679931640623,0
1747292634.2083223,491523.4977304,-16.1766414642334,-3.440802335739136,-11.163902282714844,-8.318036079406738,-16.127317428588867,-20.972715377807617,-21.12259101867676,-13.359662055969238,0
1747292634.2084277,491523.4977395,-15.540453910827637,-1.6264190673828125,-9.66696071624756,-8.169485092163086,-14.50776481628418,-19.511343002319336,-20.03929710388184,-12.906292915344238,0
1747292634.2403653,491523.5297699,-14.729719161987305,-0.1044147983193397,-8.523419380187988,-8.677730560302734,-13.363004684448242,-17.941442489624023,-18.83775329589844,-12.833922386169434,0
1747292634.2722473,491523.5617547,-13.817596435546877,0.9439119696617126,-7.840434551239014,-9.450799942016602,-12.629846572875977,-16.358261108398438,-17.337852478027344,-12.810611724853516,0
1747292634.2723432,491523.5618403,-12.950118064880373,1.404545545578003,-7.626034259796143,-10.201250076293944,-12.196121215820312,-14.917502403259276,-15.45199203491211,-12.655684471130373,0
1747292634.272375,491523.5618421,-12.3328218460083,1.2813299894332886,-7.837215900421143,-10.801067352294922,-11.94801902770996,-13.808069229125977,-13.314897537231444,-12.427166938781738,0
1747292634.2724044,491523.5618435,-12.101088523864746,0.7426146268844604,-8.376460075378418,-11.17774486541748,-11.759539604187012,-13.14405632019043,-11.225671768188477,-12.296229362487791,0
1747292634.2724755,491523.561845,-12.136905670166016,0.1182819828391075,-9.032400131225586,-11.21607780456543,-11.490793228149414,-12.860179901123049,-9.483264923095703,-12.344366073608398,0
1747292634.272523,491523.5618465,-12.01254177093506,-0.1805253326892852,-9.44968318939209,-10.741708755493164,-11.022400856018066,-12.718562126159668,-8.260498046875,-12.4552640914917,0
1747292634.272617,491523.5618476,-11.201311111450195,0.1638687252998352,-9.260700225830078,-9.605968475341797,-10.310704231262209,-12.451720237731934,-7.569234848022461,-12.392826080322266,0
1747292634.2726529,491523.561849,-9.457557678222656,1.1673355102539062,-8.369500160217285,-7.864973545074463,-9.437101364135742,-11.946860313415527,-7.291481018066406,-12.020974159240724,0
1747292634.304325,491523.5937937,-7.056321620941162,2.4658567905426025,-7.143414974212647,-5.929412364959717,-8.610817909240723,-11.332490921020508,-7.254771709442139,-11.492992401123049,0
1747292634.3044186,491523.5938154,-4.672560691833496,3.4878089427948,-6.256851673126221,-4.487513065338135,-8.086931228637695,-10.901464462280272,-7.328540802001953,-11.227210998535156,0
1747292634.3044496,491523.5938249,-3.0002543926239014,3.786689758300781,-6.241690635681152,-4.170535564422607,-8.024802207946777,-10.92921543121338,-7.48746395111084,-11.651782989501951,0
1747292634.304479,491523.5938549,-2.4023265838623047,3.2943594455718994,-7.1045989990234375,-5.189635276794434,-8.382497787475586,-11.505087852478027,-7.790816307067871,-12.904869079589844,0
1747292634.304507,491523.5938601,-2.791124105453491,2.3335177898406982,-8.320239067077637,-7.212690353393555,-8.923056602478027,-12.445786476135254,-8.278247833251953,-14.703468322753906,0
1747292634.3046029,491523.5938658,-3.7580413818359375,1.4200990200042725,-9.174025535583496,-9.555355072021484,-9.318790435791016,-13.300551414489746,-8.844904899597168,-16.446929931640625,0
1747292634.304682,491523.5938731,-4.854838848114014,0.9911432266235352,-9.182610511779783,-11.555872917175291,-9.28879451751709,-13.47547721862793,-9.199275016784668,-17.488676071166992,0
1747292634.3047132,491523.5938752,-5.8552093505859375,1.1896710395812988,-8.350773811340332,-12.9088716506958,-8.716813087463379,-12.503119468688965,-8.973957061767578,-17.459369659423828,0
1747292634.3047996,491523.5938775,-6.823599815368652,1.8081823587417605,-7.176816940307617,-13.759980201721191,-7.705173015594482,-10.341988563537598,-7.933688640594482,-16.48263168334961,0
1747292634.3048687,491523.5938817,-7.962421894073486,2.4322516918182373,-6.418115615844727,-14.518780708312988,-6.5243821144104,-7.464577674865723,-6.128209590911865,-15.126901626586914,0
1747292634.3049254,491523.5938846,-9.391530990600586,2.6992344856262207,-6.707769393920898,-15.5447359085083,-5.47992753982544,-4.637127876281738,-3.9024271965026855,-14.09477996826172,0
1747292634.3363369,491523.6258549,-11.042520523071287,2.487339735031128,-8.226868629455566,-16.92720603942871,-4.79442834854126,-2.57970929145813,-1.802236557006836,-13.863600730895996,0
1747292634.36746,491523.6578927,-12.715049743652344,1.9150002002716064,-10.645164489746094,-18.469810485839844,-4.5734052658081055,-1.7338160276412964,-0.415475457906723,-14.505818367004396,0
1747292634.3675778,491523.6579009,-14.202836036682127,1.2097530364990234,-13.336559295654297,-19.82915306091309,-4.817782878875732,-2.1562979221343994,-0.1389658749103546,-15.720399856567385,0
1747292634.3676918,491523.6579099,-15.380376815795898,0.588384211063385,-15.667202949523926,-20.68994140625,-5.427992820739746,-3.4838249683380127,-0.9521205425262452,-16.969430923461914,0
1747292634.367793,491523.6579168,-16.225622177124023,0.2005618214607238,-17.196701049804688,-20.89968681335449,-6.223262310028076,-5.042285919189453,-2.3927319049835205,-17.672630310058594,0
1747292634.367882,491523.6579229,-16.80950927734375,0.0929694026708602,-17.790813446044922,-20.533912658691406,-7.015757083892822,-6.167128562927246,-3.812467098236084,-17.46228790283203,0
1747292634.3679135,491523.6579296,-17.25368309020996,0.1861074715852737,-17.644752502441406,-19.854053497314453,-7.69666051864624,-6.559608936309815,-4.72594165802002,-16.38535499572754,0
1747292634.3679438,491523.6579356,-17.642799377441406,0.31852787733078,-17.147518157958984,-19.14278793334961,-8.256091117858887,-6.390878200531006,-5.001368522644043,-14.864253044128418,0
1747292634.3679774,491523.6579492,-17.944040298461914,0.3576509952545166,-16.620716094970703,-18.52057838439941,-8.734338760375977,-6.092875957489014,-4.832184314727783,-13.416553497314451,0
1747292634.3680103,491523.6579734,-18.026233673095703,0.2740606069564819,-16.135648727416992,-17.914167404174805,-9.172269821166992,-6.056941032409668,-4.593537330627441,-12.382057189941406,0
1747292634.368075,491523.6580037,-17.783432006835938,0.1025583073496818,-15.562384605407717,-17.206512451171875,-9.59931468963623,-6.459074020385742,-4.661857604980469,-11.859206199645996,0
1747292634.368119,491523.6580159,-17.242525100708008,-0.1471982598304748,-14.761367797851562,-16.3857479095459,-10.02683162689209,-7.225369453430176,-5.212452411651611,-11.782609939575195,0
1747292634.3681636,491523.6580326,-16.535661697387695,-0.5117232799530029,-13.70327377319336,-15.513768196105955,-10.412970542907717,-8.059335708618164,-6.068113327026367,-11.973241806030272,0
1747292634.3682122,491523.6580349,-15.766027450561523,-1.013073205947876,-12.440650939941406,-14.577089309692385,-10.63837718963623,-8.546438217163086,-6.753592491149902,-12.161251068115234,0
1747292634.368255,491523.6580361,-14.926513671875,-1.6153560876846311,-11.05616283416748,-13.463010787963867,-10.565614700317385,-8.391337394714355,-6.817563056945801,-12.104637145996094,0
1747292634.3683035,491523.6580374,-13.973993301391602,-2.264477014541626,-9.704373359680176,-12.162073135375977,-10.168131828308104,-7.6837873458862305,-6.229283809661865,-11.79195499420166,0
1747292634.3683505,491523.6580386,-12.96213436126709,-2.952225923538208,-8.660279273986816,-10.968337059020996,-9.597673416137695,-6.933691024780273,-5.50504732131958,-11.519681930541992,0
1747292634.3683963,491523.6580398,-12.04086208343506,-3.6921017169952393,-8.19630241394043,-10.35869598388672,-9.075113296508787,-6.742469310760498,-5.387688636779785,-11.68264102935791,0
1747292634.3984008,491523.6889403,-11.283044815063477,-4.3923444747924805,-8.313758850097656,-10.5673828125,-8.658011436462402,-7.324283599853516,-6.286917209625244,-12.405339241027832,0
1747292634.4296997,491523.7199458,-10.529276847839355,-4.7703375816345215,-8.609485626220703,-11.267332077026367,-8.097448348999023,-8.282147407531738,-7.925839900970459,-13.349885940551758,0
1747292634.4297967,491523.7199647,-9.465476036071776,-4.469999313354492,-8.492399215698242,-11.726701736450195,-6.96561336517334,-8.83989429473877,-9.47745132446289,-13.90097999572754,0
1747292634.4298704,491523.7199836,-7.907424926757812,-3.338059425354004,-7.60561990737915,-11.339777946472168,-4.995434284210205,-8.331427574157715,-10.069379806518556,-13.57620334625244,0
1747292634.4299145,491523.7199954,-6.017012119293213,-1.6035339832305908,-6.078733444213867,-10.062969207763672,-2.3465590476989746,-6.572276592254639,-9.28347110748291,-12.322361946105955,0
1747292634.4299889,491523.7200077,-4.212827682495117,0.2302421778440475,-4.404186725616455,-8.40551471710205,0.4362842440605163,-3.914375305175781,-7.352681159973144,-10.50843906402588,0
1747292634.4300318,491523.7200154,-2.838296890258789,1.6921497583389282,-3.083303213119507,-7.042850494384766,2.7251555919647217,-1.0333983898162842,-4.983094215393066,-8.686842918395996,0
1747292634.4300938,491523.7200212,-1.8853657245635984,2.597485303878784,-2.3315954208374023,-6.386540412902832,4.134370803833008,1.4154459238052368,-2.919779062271118,-7.3010573387146,0
1747292634.430136,491523.7200296,-1.0073738098144531,3.092206716537476,-2.0024566650390625,-6.389360904693604,4.679485321044922,3.117694854736328,-1.5178173780441284,-6.488595962524414,0
1747292634.4301982,491523.720039,0.211429938673973,3.5079166889190674,-1.7110724449157717,-6.654602527618408,4.713730812072754,4.204829692840576,-0.6093143820762634,-6.078322887420654,0
1747292634.4302394,491523.7200807,1.9607208967208865,4.140639781951904,-1.0653512477874756,-6.735388278961182,4.690854549407959,5.052793502807617,0.2480402141809463,-5.782629013061523,0
1747292634.430286,491523.7200863,4.086422443389893,5.0694990158081055,0.1078541651368141,-6.4153571128845215,4.8929948806762695,5.939039707183838,1.365703582763672,-5.432519912719727,0
1747292634.461375,491523.7508534,6.184610366821289,6.101815700531006,1.6648027896881104,-5.791468620300293,5.297284126281738,6.851804733276367,2.684803009033203,-5.06037712097168,0
1747292634.4615104,491523.7508909,7.815882682800293,6.879235744476318,3.2459559440612797,-5.13515043258667,5.657361030578613,7.570920944213867,3.833447217941284,-4.792057991027832,0
1747292634.4615598,491523.7509003,8.716299057006836,7.0890421867370605,4.4960551261901855,-4.674979209899902,5.704010486602783,7.872931003570557,4.368255138397217,-4.694830894470215,0
1747292634.4616206,491523.7509097,8.890013694763184,6.639013767242432,5.215688705444336,-4.468943595886231,5.2941765785217285,7.652831554412842,4.008565902709961,-4.728668689727783,0
1747292634.461668,491523.7509157,8.536952018737793,5.67587423324585,5.3540239334106445,-4.416171550750732,4.43427848815918,6.9173994064331055,2.7566049098968506,-4.803720951080322,0
1747292634.4617157,491523.7509587,7.892927169799805,4.462075233459473,4.940990924835205,-4.354332447052002,3.2426671981811523,5.747010231018066,0.9009817838668824,-4.863167762756348,0
1747292634.461763,491523.7509691,7.110971450805664,3.224384069442749,4.071714401245117,-4.186260223388672,1.9215673208236692,4.276061058044434,-1.0867687463760376,-4.952241897583008,0
1747292634.461809,491523.7509879,6.236500263214111,2.062741994857788,2.9102230072021484,-3.988264799118042,0.7122206091880798,2.645468235015869,-2.76409125328064,-5.258484840393066,0
1747292634.4618554,491523.7509945,5.253866195678711,0.9528074264526368,1.6414064168930054,-4.012108325958252,-0.1967002898454666,0.941752791404724,-3.9416310787200928,-6.052150726318359,0
1747292634.4618993,491523.7510133,4.18046236038208,-0.1484400928020477,0.4165459275245666,-4.514163970947266,-0.729433536529541,-0.7590104341506958,-4.7195563316345215,-7.477939128875732,0
1747292634.461933,491523.7510223,3.167959690093994,-1.1500900983810425,-0.6273165345191956,-5.502181053161621,-0.8698166012763977,-2.2365353107452397,-5.269370079040527,-9.32709503173828,0
1747292634.4620378,491523.7510246,2.521800756454468,-1.768036961555481,-1.3119299411773682,-6.619265079498291,-0.5673633813858032,-3.066206932067871,-5.583320140838623,-11.02289867401123,0
1747292634.4933603,491523.7828812,2.5834295749664307,-1.650529861450195,-1.431926131248474,-7.297500610351562,0.251798003911972,-2.8069939613342285,-5.465166091918945,-11.886869430541992,0
1747292634.4934764,491523.7829017,3.5365490913391118,-0.6081305742263794,-0.8597571849822998,-7.087179660797119,1.5641697645187378,-1.3036068677902222,-4.751115322113037,-11.50385570526123,0
1747292634.493526,491523.7829124,5.26289701461792,1.2280009984970093,0.3404953479766845,-5.933309555053711,3.158521890640259,1.1610897779464722,-3.4976255893707275,-9.954174995422363,0
1747292634.4935749,491523.7829197,7.340861320495605,3.4320826530456543,1.8849904537200928,-4.219137668609619,4.675885200500488,3.9726929664611816,-1.948419451713562,-7.802289485931396,0
1747292634.4936228,491523.7829241,9.206742286682127,5.475868225097656,3.364998579025269,-2.553896427154541,5.750200271606445,6.461446762084961,-0.3522924482822418,-5.846964359283447,0
1747292634.493671,491523.7829293,10.394002914428713,6.952563285827637,4.412916660308838,-1.450783133506775,6.1560773849487305,8.178446769714355,1.169236183166504,-4.736382484436035,0
1747292634.4937234,491523.7829308,10.682595252990724,7.6683030128479,4.823558807373047,-1.1115607023239136,5.880884647369385,9.019317626953123,2.611523389816284,-4.65812349319458,0
1747292634.4938128,491523.7829424,10.067601203918455,7.570191860198975,4.56341028213501,-1.4266530275344849,5.090100765228272,9.146653175354004,4.0059332847595215,-5.301255226135254,0
1747292634.493888,491523.7829521,8.648062705993652,6.65619707107544,3.718667984008789,-2.116575241088867,4.028225421905518,8.802428245544434,5.354118824005127,-6.0926194190979,0
1747292634.4939191,491523.7829545,6.576793193817139,4.984375476837158,2.453901052474976,-2.8871610164642334,2.9269118309021,8.141895294189453,6.565855026245117,-6.519908905029297,0
1747292634.4939537,491523.7829594,4.061342716217041,2.7175066471099854,0.9737695455551147,-3.5514025688171387,1.9487367868423464,7.15690803527832,7.398312568664551,-6.354818344116211,0
1747292634.4939857,491523.7829668,1.3439322710037231,0.1112800538539886,-0.52396160364151,-4.100045680999756,1.1652014255523682,5.71636962890625,7.503508567810059,-5.703800678253174,0
1747292634.494015,491523.7829691,-1.3127368688583374,-2.510439395904541,-1.8450847864151,-4.656403541564941,0.5895719528198242,3.726933479309082,6.648251533508301,-4.885632514953613,0
1747292634.4940495,491523.7829753,-3.5923619270324707,-4.740546703338623,-2.730242967605591,-5.29780387878418,0.2655805349349975,1.325624942779541,4.957590103149414,-4.184632778167725,0
1747292634.5253518,491523.8148946,-5.1162543296813965,-6.107815265655518,-2.834892988204956,-5.8772478103637695,0.3355768620967865,-1.0466313362121582,2.9545280933380127,-3.6241536140441895,0
1747292634.5254183,491523.8149244,-5.538215160369873,-6.200295448303223,-1.8455913066864011,-6.022976398468018,1.0066312551498413,-2.758323907852173,1.35081946849823,-2.942530632019043,0
1747292634.5254998,491523.8149329,-4.699282169342041,-4.831786155700684,0.3449858129024505,-5.347375392913818,2.4286911487579346,-3.2308645248413086,0.738002598285675,-1.8119183778762815,0
1747292634.5256,491523.8149407,-2.742498874664306,-2.156306028366089,3.5305004119873047,-3.7217626571655273,4.566194534301758,-2.2048115730285645,1.3469642400741575,-0.132396325469017,0
1747292634.525684,491523.8149428,-0.1220469325780868,1.3167717456817627,7.194553375244141,-1.4201403856277466,7.139423847198486,0.1097570210695266,2.9825141429901123,1.8285667896270752,0
1747292634.5257146,491523.8149442,2.531654596328736,4.852148056030273,10.635961532592772,0.981165647506714,9.688756942749023,3.1270852088928223,5.169092178344727,3.5563735961914062,0
1747292634.525793,491523.8149455,4.663567066192627,7.755862712860107,13.206921577453612,2.8846824169158936,11.751043319702148,6.183839797973633,7.414918899536133,4.581969261169434,0
1747292634.525842,491523.8149468,6.014538288116455,9.62477684020996,14.547528266906738,3.929796695709229,13.034387588500977,8.810968399047852,9.402626991271973,4.740857124328613,0
1747292634.5259132,491523.8149481,6.654815196990967,10.405305862426758,14.659209251403809,4.07365608215332,13.47375774383545,10.806572914123535,11.0018892288208,4.233813285827637,0
1747292634.5259717,491523.8149493,6.832645416259766,10.278977394104004,13.802926063537598,3.5187275409698486,13.173468589782717,12.156146049499512,12.171245574951172,3.481093645095825,0
1747292634.5573485,491523.8469947,6.770991802215576,9.51728343963623,12.33591365814209,2.5836181640625,12.316277503967283,12.92009449005127,12.855833053588867,2.882310390472412,0
1747292634.557418,491523.8469995,6.533100128173828,8.373531341552734,10.568696975708008,1.5572916269302368,11.079947471618652,13.13783073425293,12.933598518371582,2.609459400177002,0
1747292634.557466,491523.8470012,6.012294769287109,7.00543737411499,8.676652908325195,0.5775623321533203,9.583706855773926,12.784242630004885,12.253613471984863,2.5342276096343994,0
1747292634.5575423,491523.8470024,5.045905590057373,5.455971717834473,6.713890075683594,-0.3671124279499054,7.907536506652832,11.830452919006348,10.78020477294922,2.347020387649536,0
1747292634.55764,491523.847005,3.5856080055236816,3.724814176559448,4.7268385887146,-1.2883517742156982,6.17268180847168,10.376190185546877,8.737213134765625,1.814558982849121,0
1747292634.5577135,491523.8470065,1.8115105628967283,1.8824074268341064,2.85507869720459,-2.054616689682007,4.584596633911133,8.724754333496094,6.596663951873779,0.99397075176239,0
1747292634.557745,491523.8470077,0.1085152626037597,0.1260910481214523,1.3083796501159668,-2.4259870052337646,3.3692409992218018,7.312007904052734,4.8872809410095215,0.2264299690723419,0
1747292634.6054072,491523.8950747,-1.0944939851760864,-1.275483250617981,0.2443399578332901,-2.239323854446411,2.657331943511963,6.526730537414551,3.9552197456359854,-0.089473158121109,0
1747292634.6373725,491523.9270649,-1.5330469608306885,-2.0975420475006104,-0.3202646672725677,-1.5481014251708984,2.435443162918091,6.540857791900635,3.831857681274414,0.2465526163578033,0
1747292634.6374507,491523.927078,-1.2190909385681152,-2.218496561050415,-0.4661896228790283,-0.5775721669197083,2.6226019859313965,7.26516580581665,4.283892631530762,1.1610679626464844,0
1747292634.6375442,491523.9270842,-0.3713831007480621,-1.5830743312835691,-0.2431766986846923,0.450088232755661,3.201756715774536,8.457423210144043,5.007582187652588,2.4402835369110107,0
1747292634.637651,491523.9270892,0.7620798349380493,-0.1684332340955734,0.3966988921165466,1.4497028589248655,4.261131763458252,9.877657890319824,5.8199968338012695,3.901991367340088,0
1747292634.6377387,491523.9270952,2.035602807998657,1.9609172344207764,1.5324974060058594,2.464492082595825,5.888709545135498,11.353601455688477,6.697436809539795,5.442259311676025,0
1747292634.637775,491523.9271006,3.430104732513428,4.588410377502441,3.1653685569763184,3.5717978477478027,8.032602310180664,12.752455711364746,7.662901878356934,6.983012199401856,0
1747292634.6378188,491523.9271063,5.026996612548828,7.395257949829102,5.187336444854736,4.820912837982178,10.470656394958496,13.974112510681152,8.671509742736816,8.451370239257812,0
1747292634.6378644,491523.9271136,6.9832682609558105,10.097715377807615,7.432377338409424,6.238993167877197,12.89821434020996,15.014884948730469,9.610884666442873,9.817883491516112,0
1747292634.6379013,491523.9271236,9.47956085205078,12.537508964538574,9.7357816696167,7.847538471221924,15.043286323547363,16.005931854248047,10.38326930999756,11.103615760803224,0
1747292634.6379352,491523.9271357,12.590731620788574,14.655997276306152,11.953254699707031,9.634553909301758,16.737506866455078,17.120227813720703,10.95534610748291,12.311291694641112,0
1747292634.6380074,491523.9271376,16.126379013061523,16.394832611083984,13.944311141967772,11.503597259521484,17.91954231262207,18.389732360839844,11.321802139282228,13.35327434539795,0
1747292634.638134,491523.9271388,19.604372024536133,17.619735717773438,15.560826301574709,13.274882316589355,18.58893203735352,19.60259437561035,11.442137718200684,14.070533752441406,0
1747292634.6381984,491523.9271401,22.446125030517575,18.140005111694336,16.6761417388916,14.76710033416748,18.76679229736328,20.390424728393555,11.242669105529783,14.338119506835938,0
1747292634.6382473,491523.9271415,24.245040893554688,17.801671981811523,17.2305908203125,15.886881828308104,18.500452041625977,20.423412322998047,10.686211585998535,14.151384353637695,0
1747292634.6382954,491523.9271429,24.885242462158203,16.566547393798828,17.23570442199707,16.63528823852539,17.877790451049805,19.54620361328125,9.816520690917969,13.606118202209473,0
1747292634.6383634,491523.9271441,24.47971534729004,14.53902816772461,16.729978561401367,17.028297424316406,16.998088836669922,17.795358657836914,8.71247673034668,12.80230712890625,0
1747292634.6695218,491523.9591658,23.25194931030273,11.962427139282228,15.73193359375,17.0014705657959,15.906810760498049,15.34768009185791,7.397031307220459,11.767193794250488,0
1747292634.6696148,491523.9591951,21.437074661254883,9.177828788757324,14.229101181030272,16.38142204284668,14.55977725982666,12.442005157470703,5.804580211639404,10.45287036895752,0
1747292634.6696465,491523.9591977,19.21643447875977,6.530821800231934,12.22087860107422,14.985404014587402,12.871867179870604,9.312581062316896,3.86953353881836,8.809125900268555,0
1747292634.6696775,491523.9591989,16.717201232910156,4.282800674438477,9.802069664001465,12.81730842590332,10.826083183288574,6.192759037017822,1.6871213912963867,6.899881362915039,0
1747292634.669739,491523.9592002,14.077933311462402,2.5875282287597656,7.209738254547119,10.190802574157717,8.542760848999023,3.3690555095672607,-0.4084964692592621,4.97791862487793,0
1747292634.6698213,491523.9592015,11.502063751220703,1.4979947805404663,4.749661922454834,7.617760181427002,6.240769386291504,1.1679751873016355,-1.9663995504379272,3.418905258178711,0
1747292634.6698966,491523.9592028,9.22873592376709,0.9485142230987548,2.631909847259521,5.512581825256348,4.136888027191162,-0.1654659956693649,-2.662523031234741,2.5281078815460205,0
1747292634.6699336,491523.9592043,7.4368181228637695,0.7486482858657837,0.8525084257125854,3.949871063232422,2.3721420764923096,-0.5874241590499878,-2.4619526863098145,2.365497350692749,0
1747292634.6699653,491523.9592058,6.154932022094727,0.6559500098228455,-0.7702123522758484,2.669370651245117,0.9918071031570436,-0.2700411677360534,-1.6076409816741943,2.7208170890808105,0
1747292634.6699946,491523.9750462,5.2434163093566895,0.4998383820056915,-2.426809310913086,1.3120217323303225,-0.0423533134162426,0.4712640941143036,-0.5095441937446594,3.240332841873169,0
